time,speed,speed_est,motor_angle,current,duty,state
0.045000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.046000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.047000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.048000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.049000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.051000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.052000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.053000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.054000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.055000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.056000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.057000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.059000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.060000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.061000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.062000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.063000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.064000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.065000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.066000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.067000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.068000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.069000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.070000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.071000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.072000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.073000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.074000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.075000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.076000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.077000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.078000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.079000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.080000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.081000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.082000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.083000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.084000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.085000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.086000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.087000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.088000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.089000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.090000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.091000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.092000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.093000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.094000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.095000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.096000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.097000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.098000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.099000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.101000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.102000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.103000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.104000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.105000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.106000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.107000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.108000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.109000,3.166667,0.000000,0.003167,6.333333,0.158333,1
0.110000,6.037778,0.000000,0.009204,5.805555,0.158333,1
0.111000,8.640919,0.000000,0.017845,5.327036,0.158333,1
0.112000,11.001100,0.000000,0.028846,4.893180,0.158333,1
0.113000,13.140997,0.000000,0.041987,4.499817,0.158333,1
0.114000,15.081171,0.000000,0.057069,4.143167,0.158333,1
0.115000,16.840261,0.000000,0.073909,3.819805,0.158333,1
0.116000,18.435171,0.000000,0.092344,3.526623,0.158333,1
0.117000,19.881222,0.000000,0.112225,3.260804,0.158333,1
0.118000,21.608974,0.000000,0.133834,3.853130,0.179167,1
0.119000,23.175470,0.000000,0.157010,3.565171,0.179167,1
0.120000,24.595760,0.000000,0.181606,3.304088,0.179167,1
0.121000,25.883490,0.000000,0.207489,3.067373,0.179167,1
0.122000,27.051031,0.000000,0.234540,2.852752,0.179167,1
0.123000,28.109602,0.000000,0.262650,2.658162,0.179167,1
0.124000,29.069372,0.000000,0.291719,2.481733,0.179167,1
0.125000,29.939564,0.000000,0.321659,2.321771,0.179167,1
0.126000,30.728539,0.000000,0.352387,2.176740,0.179167,1
0.127000,31.860542,0.000000,0.384248,2.878577,0.200000,1
0.128000,32.886890,0.000000,0.417135,2.689910,0.200000,1
0.129000,33.817448,0.000000,0.450952,2.518852,0.200000,1
0.130000,34.661152,0.000000,0.485613,2.363759,0.200000,1
0.131000,35.426109,0.000000,0.521039,2.223141,0.200000,1
0.132000,36.119671,0.000000,0.557159,2.095649,0.200000,1
0.133000,36.748501,0.000000,0.593907,1.980055,0.200000,1
0.134000,37.318642,0.000000,0.631226,1.875250,0.200000,1
0.135000,37.835567,0.000000,0.669062,1.780227,0.200000,1
0.136000,38.720913,0.000000,0.707783,2.527406,0.220833,1
0.137000,39.523628,0.000000,0.747306,2.379848,0.220833,1
0.138000,40.251423,0.000000,0.787558,2.246062,0.220833,1
0.139000,40.911289,0.000000,0.828469,2.124763,0.220833,1
0.140000,41.509567,0.000000,0.869979,2.014786,0.220833,1
0.141000,42.052010,0.000000,0.912031,1.915073,0.220833,1
0.142000,42.543823,0.000000,0.954574,1.824665,0.220833,1
0.143000,42.989735,0.000000,0.997564,1.742696,0.220833,1
0.144000,43.394028,0.000000,1.040958,1.668378,0.220833,1
0.145000,44.177254,0.000000,1.085135,2.434329,0.241667,1
0.146000,44.887375,10.471975,1.130023,2.303791,0.241667,1
0.147000,45.531219,10.367255,1.175554,2.185438,0.241667,1
0.148000,46.114971,10.263583,1.221669,2.078130,0.241667,1
0.149000,46.644241,10.160948,1.268313,1.980838,0.241667,1
0.150000,47.124111,10.059339,1.315437,1.892626,0.241667,1
0.151000,47.559193,9.958745,1.362997,1.812648,0.241667,1
0.152000,47.953667,9.859158,1.410950,1.740134,0.241667,1
0.153000,48.311325,9.760566,1.459262,1.674389,0.241667,1
0.154000,48.440281,9.662960,1.507702,1.224137,0.231901,1
0.155000,48.557201,9.566331,1.556259,1.202644,0.231901,1
0.156000,48.663208,9.470668,1.604922,1.183158,0.231901,1
0.157000,48.759319,9.375961,1.653682,1.165489,0.231901,1
0.158000,48.846462,9.282202,1.702528,1.149471,0.231901,1
0.159000,48.925472,9.189380,1.751454,1.134947,0.231901,1
0.160000,48.997108,9.097486,1.800451,1.121779,0.231901,1
0.161000,49.062057,9.006511,1.849513,1.109839,0.231901,1
0.162000,49.120945,8.916446,1.898634,1.099015,0.231901,1
0.163000,49.563404,8.827281,1.948197,1.867337,0.251354,1
0.164000,49.964565,8.739008,1.998162,1.793594,0.251354,1
0.165000,50.328285,8.651618,2.048490,1.726734,0.251354,1
0.166000,50.658058,8.565102,2.099148,1.666113,0.251354,1
0.167000,50.957054,18.951426,2.150105,1.611152,0.251354,1
0.168000,51.228142,18.761911,2.201333,1.561319,0.251354,1
0.169000,51.473930,18.574293,2.252807,1.516138,0.251354,1
0.170000,51.696777,18.388550,2.304504,1.475173,0.251354,1
0.171000,51.898827,18.204664,2.356402,1.438032,0.251354,1
0.172000,51.842751,18.022617,2.408245,0.925826,0.239391,1
0.173000,51.791908,17.842392,2.460037,0.935172,0.239391,1
0.174000,51.745811,17.663969,2.511783,0.943646,0.239391,1
0.175000,51.704018,17.487329,2.563487,0.951329,0.239391,1
0.176000,51.666126,17.312456,2.615153,0.958294,0.239391,1
0.177000,51.631771,17.139332,2.666785,0.964610,0.239391,1
0.178000,51.600620,16.967939,2.718385,0.970336,0.239391,1
0.179000,51.572376,16.798260,2.769958,0.975527,0.239391,1
0.180000,51.546768,16.630278,2.821504,0.980235,0.239391,1
0.181000,51.888744,16.463976,2.873393,1.714888,0.257650,1
0.182000,52.198803,16.299335,2.925592,1.657892,0.257650,1
0.183000,52.479923,16.136343,2.978072,1.606216,0.257650,1
0.184000,52.734806,15.974979,3.030807,1.559362,0.257650,1
0.185000,52.965900,15.815229,3.083773,1.516882,0.257650,1
0.186000,53.175423,15.657077,3.136948,1.478366,0.257650,1
0.187000,53.365391,15.500506,3.190314,1.443446,0.257650,1
0.188000,53.537628,25.817478,3.243851,1.411784,0.257650,1
0.189000,53.693790,25.559303,3.297545,1.383078,0.257650,1
0.190000,53.554996,25.303711,3.351100,0.796285,0.243631,1
0.191000,53.429153,25.050674,3.404529,0.819417,0.243631,1
0.192000,53.315056,24.800167,3.457844,0.840391,0.243631,1
0.193000,53.211609,24.552166,3.511056,0.859407,0.243631,1
0.194000,53.117817,24.306644,3.564174,0.876648,0.243631,1
0.195000,53.032780,24.063578,3.617207,0.892280,0.243631,1
0.196000,52.955677,23.822943,3.670162,0.906453,0.243631,1
0.197000,52.885773,23.584713,3.723048,0.919303,0.243631,1
0.198000,52.822392,23.348866,3.775870,0.930954,0.243631,1
0.199000,53.109322,23.115377,3.828980,1.630310,0.260851,1
0.200000,53.369473,22.884224,3.882349,1.582489,0.260851,1
0.201000,53.605343,22.655382,3.935955,1.539130,0.260851,1
0.202000,53.819199,22.428829,3.989774,1.499819,0.260851,1
0.203000,54.013096,22.204540,4.043787,1.464176,0.260851,1
0.204000,54.188896,21.982494,4.097976,1.431860,0.260851,1
0.205000,54.348286,21.762671,4.152324,1.402560,0.260851,1
0.206000,54.492802,21.545044,4.206817,1.375995,0.260851,1
0.207000,54.623829,31.801569,4.261441,1.351909,0.260851,1
0.208000,54.436680,31.483553,4.315877,0.718180,0.245554,1
0.209000,54.266998,31.168718,4.370144,0.749371,0.245554,1
0.210000,54.113155,30.857031,4.424258,0.777651,0.245554,1
0.211000,53.973671,30.548460,4.478231,0.803292,0.245554,1
0.212000,53.847202,30.242975,4.532079,0.826539,0.245554,1
0.213000,53.732540,29.940546,4.585811,0.847617,0.245554,1
0.214000,53.628578,29.641140,4.639440,0.866727,0.245554,1
0.215000,53.534321,29.344728,4.692974,0.884054,0.245554,1
0.216000,53.448860,29.051281,4.746423,0.899764,0.245554,1
0.217000,53.698120,28.760769,4.800121,1.567500,0.261891,1
0.218000,53.924118,28.473162,4.854045,1.525957,0.261891,1
0.219000,54.129021,28.188431,4.908174,1.488291,0.261891,1
0.220000,54.314800,27.906548,4.962489,1.454139,0.261891,1
0.221000,54.483242,27.627481,5.016972,1.423177,0.261891,1
0.222000,54.635960,27.351208,5.071608,1.395103,0.261891,1
0.223000,54.774426,27.077696,5.126382,1.369650,0.261891,1
0.224000,54.899967,26.806919,5.181283,1.346572,0.261891,1
0.225000,55.013790,26.538851,5.236296,1.325649,0.261891,1
0.226000,54.788288,36.745438,5.291084,0.649275,0.245456,1
0.227000,54.583836,36.377983,5.345668,0.686858,0.245456,1
0.228000,54.398464,36.014202,5.400067,0.720934,0.245456,1
0.229000,54.230392,35.654060,5.454297,0.751829,0.245456,1
0.230000,54.078011,35.297520,5.508375,0.779841,0.245456,1
0.231000,53.939850,34.944546,5.562315,0.805238,0.245456,1
0.232000,53.814583,34.595100,5.616129,0.828265,0.245456,1
0.233000,53.701008,34.249149,5.669830,0.849143,0.245456,1
0.234000,53.598034,33.906658,5.723428,0.868072,0.245456,1
0.235000,53.816387,33.567593,5.777245,1.508671,0.261042,1
0.236000,54.014362,33.231918,5.831259,1.472278,0.261042,1
0.237000,54.193859,32.899601,5.885453,1.439283,0.261042,1
0.238000,54.356606,32.570606,5.939809,1.409367,0.261042,1
0.239000,54.504162,32.244900,5.994314,1.382242,0.261042,1
0.240000,54.637947,31.922451,6.048952,1.357650,0.261042,1
0.241000,54.759243,31.603228,6.103711,1.335352,0.261042,1
0.242000,54.869217,31.287195,6.158580,1.315136,0.261042,1
0.243000,54.968929,30.974323,6.213549,1.296807,0.261042,1
0.244000,55.380127,30.664579,6.268929,1.921778,0.277082,1
0.245000,55.752949,30.357933,0.041496,1.853244,0.277082,1
0.246000,56.090973,40.526329,0.097587,1.791108,0.277082,1
0.247000,56.397449,40.121067,0.153985,1.734770,0.277082,1
0.248000,56.675320,39.719856,0.210660,1.683690,0.277082,1
0.249000,56.927258,39.322659,0.267587,1.637379,0.277082,1
0.250000,57.155682,38.929432,0.324743,1.595390,0.277082,1
0.251000,57.362785,38.540138,0.382106,1.557319,0.277082,1
0.252000,57.550560,38.154736,0.439656,1.522802,0.277082,1
0.253000,57.431725,37.773190,0.497088,0.913338,0.262627,1
0.254000,57.323978,37.395458,0.554412,0.933143,0.262627,1
0.255000,57.226288,37.021503,0.611638,0.951101,0.262627,1
0.256000,57.137714,36.651287,0.668776,0.967383,0.262627,1
0.257000,57.057411,36.284775,0.725833,0.982145,0.262627,1
0.258000,56.984600,35.921928,0.782818,0.995529,0.262627,1
0.259000,56.918587,35.562710,0.839737,1.007664,0.262627,1
0.260000,56.858734,35.207085,0.896595,1.018666,0.262627,1
0.261000,56.804466,34.855015,0.953400,1.028642,0.262627,1
0.262000,57.064049,34.506466,1.010464,1.655253,0.278067,1
0.263000,57.299404,34.161400,1.067763,1.611988,0.278067,1
0.264000,57.512791,44.291763,1.125276,1.572763,0.278067,1
0.265000,57.706261,43.848846,1.182982,1.537198,0.278067,1
0.266000,57.881676,43.410358,1.240864,1.504954,0.278067,1
0.267000,58.040718,42.976254,1.298905,1.475718,0.278067,1
0.268000,58.184917,42.546490,1.357090,1.449211,0.278067,1
0.269000,58.315659,42.121025,1.415405,1.425177,0.278067,1
0.270000,58.434196,41.699814,1.473840,1.403387,0.278067,1
0.271000,58.241615,41.282818,1.532081,0.783519,0.263064,1
0.272000,58.067005,40.869991,1.590148,0.815616,0.263064,1
0.273000,57.908695,40.461292,1.648057,0.844717,0.263064,1
0.274000,57.765160,40.056679,1.705822,0.871102,0.263064,1
0.275000,57.635021,39.656113,1.763457,0.895025,0.263064,1
0.276000,57.517029,39.259552,1.820974,0.916715,0.263064,1
0.277000,57.410049,38.866959,1.878384,0.936380,0.263064,1
0.278000,57.313053,38.478291,1.935697,0.954210,0.263064,1
0.279000,57.225109,38.093510,1.992922,0.970375,0.263064,1
0.280000,57.444134,37.712574,2.050366,1.582551,0.278002,1
0.281000,57.642715,37.335449,2.108009,1.546047,0.278002,1
0.282000,57.822762,47.434067,2.165832,1.512949,0.278002,1
0.283000,57.986004,46.959728,2.223818,1.482942,0.278002,1
0.284000,58.134010,46.490131,2.281952,1.455734,0.278002,1
0.285000,58.268204,46.025230,2.340220,1.431067,0.278002,1
0.286000,58.389874,45.564980,2.398610,1.408702,0.278002,1
0.287000,58.500187,45.109329,2.457110,1.388423,0.278002,1
0.288000,58.600204,44.658237,2.515711,1.370037,0.278002,1
0.289000,58.381672,44.211655,2.574092,0.734941,0.262541,1
0.290000,58.183537,43.769539,2.632276,0.771364,0.262541,1
0.291000,58.003895,43.331844,2.690279,0.804386,0.262541,1
0.292000,57.841019,42.898525,2.748121,0.834326,0.262541,1
0.293000,57.693344,42.469540,2.805814,0.861472,0.262541,1
0.294000,57.559452,42.044846,2.863373,0.886085,0.262541,1
0.295000,57.438057,41.624397,2.920811,0.908400,0.262541,1
0.296000,57.327991,41.208153,2.978139,0.928632,0.262541,1
0.297000,57.228199,40.796070,3.035367,0.946977,0.262541,1
0.298000,57.428116,40.388111,3.092796,1.544397,0.277061,1
0.299000,57.609375,39.984230,3.150405,1.511077,0.277061,1
0.300000,57.773716,50.056366,3.208179,1.480867,0.277061,1
0.301000,57.922718,49.555801,3.266101,1.453477,0.277061,1
0.302000,58.057812,49.060246,3.324159,1.428643,0.277061,1
0.303000,58.180298,48.569645,3.382339,1.406128,0.277061,1
0.304000,58.291351,48.083950,3.440631,1.385713,0.277061,1
0.305000,58.392040,47.603111,3.499023,1.367204,0.277061,1
0.306000,58.483330,47.127079,3.557506,1.350423,0.277061,1
0.307000,58.249245,46.655807,3.615756,0.701498,0.261218,1
0.308000,58.037010,46.189251,3.673793,0.740512,0.261218,1
0.309000,57.844582,45.727360,3.731637,0.775885,0.261218,1
0.310000,57.670113,45.270088,3.789307,0.807956,0.261218,1
0.311000,57.511929,44.817387,3.846819,0.837034,0.261218,1
0.312000,57.368507,44.369213,3.904188,0.863398,0.261218,1
0.313000,57.238472,43.925522,3.961426,0.887302,0.261218,1
0.314000,57.120575,43.486267,4.018547,0.908974,0.261218,1
0.315000,57.013680,43.051403,4.075561,0.928624,0.261218,1
0.316000,57.200176,42.620888,4.132761,1.513266,0.275389,1
0.317000,57.369267,42.194679,4.190130,1.482183,0.275389,1
0.318000,57.522575,52.244705,4.247653,1.454002,0.275389,1
0.319000,57.661575,51.722260,4.305314,1.428450,0.275389,1
0.320000,57.787601,51.205036,4.363101,1.405284,0.275389,1
0.321000,57.901863,50.692986,4.421003,1.384279,0.275389,1
0.322000,58.005463,50.186058,4.479009,1.365236,0.275389,1
0.323000,58.099392,49.684196,4.537108,1.347969,0.275389,1
0.324000,58.184555,49.187355,4.595293,1.332314,0.275389,1
0.325000,57.938538,48.695480,4.653231,0.671657,0.259227,1
0.326000,57.715481,48.208527,4.710947,0.712660,0.259227,1
0.327000,57.513245,47.726440,4.768460,0.749836,0.259227,1
0.328000,57.329884,47.249176,4.825789,0.783542,0.259227,1
0.329000,57.163635,46.776684,4.882953,0.814102,0.259227,1
0.330000,57.012905,46.308918,4.939966,0.841811,0.259227,1
0.331000,56.876244,45.845829,4.996842,0.866932,0.259227,1
0.332000,56.752335,45.387371,5.053595,0.889709,0.259227,1
0.333000,56.639992,44.933498,5.110235,0.910361,0.259227,1
0.334000,56.815723,44.484165,5.167050,1.484260,0.273106,1
0.335000,56.975052,44.039326,5.224025,1.454971,0.273106,1
0.336000,57.119511,43.598934,5.281145,1.428416,0.273106,1
0.337000,57.250484,53.634918,5.338395,1.404339,0.273106,1
0.338000,57.369236,53.098568,5.395764,1.382511,0.273106,1
0.339000,57.476902,52.567581,5.453241,1.362719,0.273106,1
0.340000,57.574520,52.041904,5.510816,1.344774,0.273106,1
0.341000,57.663029,51.521484,5.568479,1.328505,0.273106,1
0.342000,57.743275,51.006271,5.626222,1.313753,0.273106,1
0.343000,57.481232,50.496208,5.683703,0.630783,0.256367,1
0.344000,57.243649,49.991245,5.740947,0.674458,0.256367,1
0.345000,57.028240,49.491333,5.797976,0.714055,0.256367,1
0.346000,56.832935,48.996422,5.854808,0.749956,0.256367,1
0.347000,56.655861,48.506458,5.911464,0.782506,0.256367,1
0.348000,56.495312,48.021393,5.967959,0.812019,0.256367,1
0.349000,56.349747,47.541180,6.024309,0.838777,0.256367,1
0.350000,56.217770,47.065769,6.080527,0.863038,0.256367,1
0.351000,56.098110,46.595112,6.136625,0.885034,0.256367,1
0.352000,56.262062,46.129162,6.192887,1.449867,0.269989,1
0.353000,56.410713,45.667870,6.249298,1.422542,0.269989,1
0.354000,56.545490,45.211193,0.022657,1.397767,0.269989,1
0.355000,56.667686,55.231056,0.079325,1.375304,0.269989,1
0.356000,56.778481,54.678745,0.136104,1.354938,0.269989,1
0.357000,56.878933,54.131958,0.192983,1.336472,0.269989,1
0.358000,56.970009,53.590637,0.249953,1.319730,0.269989,1
0.359000,57.052586,53.054729,0.307005,1.304551,0.269989,1
0.360000,57.127453,52.524181,0.364133,1.290788,0.269989,1
0.361000,56.855839,51.998940,0.420988,0.599319,0.253014,1
0.362000,56.609573,51.478951,0.477598,0.644588,0.253014,1
0.363000,56.386295,50.964161,0.533984,0.685632,0.253014,1
0.364000,56.183853,50.454521,0.590168,0.722845,0.253014,1
0.365000,56.000309,49.949978,0.646168,0.756586,0.253014,1
0.366000,55.833893,49.450478,0.702002,0.787176,0.253014,1
0.367000,55.683010,48.955975,0.757685,0.814912,0.253014,1
0.368000,55.546211,48.466415,0.813232,0.840059,0.253014,1
0.369000,55.422180,47.981750,0.868654,0.862859,0.253014,1
0.370000,55.577877,47.501934,0.924232,1.419835,0.266422,1
0.371000,55.719040,47.026917,0.979951,1.393886,0.266422,1
0.372000,55.847027,46.556648,1.035798,1.370358,0.266422,1
0.373000,55.963070,46.091084,1.091761,1.349027,0.266422,1
0.374000,56.068283,56.102150,1.147829,1.329687,0.266422,1
0.375000,56.163677,55.541130,1.203993,1.312152,0.266422,1
0.376000,56.250168,54.985718,1.260243,1.296252,0.266422,1
0.377000,56.328587,54.435860,1.316571,1.281838,0.266422,1
0.378000,56.399685,53.891502,1.372971,1.268767,0.266422,1
0.379000,56.114422,53.352589,1.429085,0.557469,0.248935,1
0.380000,55.855785,52.819065,1.484941,0.605013,0.248935,1
0.381000,55.621288,52.290874,1.540563,0.648119,0.248935,1
0.382000,55.408676,51.767967,1.595971,0.687202,0.248935,1
0.383000,55.215908,51.250290,1.651187,0.722637,0.248935,1
0.384000,55.041130,50.737789,1.706228,0.754766,0.248935,1
0.385000,54.882668,50.230412,1.761111,0.783895,0.248935,1
0.386000,54.738995,49.728107,1.815850,0.810305,0.248935,1
0.387000,54.608730,49.230827,1.870459,0.834251,0.248935,1
0.388000,54.754910,48.738518,1.925214,1.384534,0.262150,1
0.389000,54.887447,48.251133,1.980101,1.360171,0.262150,1
0.390000,55.007614,47.768623,2.035109,1.338081,0.262150,1
0.391000,55.116566,47.290939,2.090225,1.318053,0.262150,1
0.392000,55.215347,46.818031,2.145441,1.299895,0.262150,1
0.393000,55.304909,56.821823,2.200746,1.283431,0.262150,1
0.394000,55.386112,56.253605,2.256132,1.268504,0.262150,1
0.395000,55.459736,55.691071,2.311591,1.254970,0.262150,1
0.396000,55.526489,55.134159,2.367118,1.242700,0.262150,1
0.397000,55.227386,54.582817,2.422345,0.512321,0.244168,1
0.398000,54.956200,54.036991,2.477301,0.562171,0.244168,1
0.399000,54.710323,53.496620,2.532012,0.607369,0.244168,1
0.400000,54.487392,52.961655,2.586499,0.648348,0.244168,1
0.401000,54.285271,52.432037,2.640785,0.685503,0.244168,1
0.402000,54.102013,51.907719,2.694886,0.719190,0.244168,1
0.403000,53.935860,51.388641,2.748822,0.749733,0.244168,1
0.404000,53.785213,50.874756,2.802608,0.777426,0.244168,1
0.405000,53.648628,50.366009,2.856256,0.802534,0.244168,1
0.406000,53.785564,49.862350,2.910042,1.346843,0.257207,1
0.407000,53.909718,49.363728,2.963952,1.324020,0.257207,1
0.408000,54.022285,48.870090,3.017974,1.303329,0.257207,1
0.409000,54.124348,48.381390,3.072098,1.284567,0.257207,1
0.410000,54.216881,47.897575,3.126315,1.267556,0.257207,1
0.411000,54.300777,47.418598,3.180616,1.252135,0.257207,1
0.412000,54.376846,57.416389,3.234993,1.238151,0.257207,1
0.413000,54.445816,56.842228,3.289438,1.225474,0.257207,1
0.414000,54.508347,56.273808,3.343947,1.213979,0.257207,1
0.415000,54.195770,55.711071,3.398143,0.465013,0.238743,1
0.416000,53.912369,55.153961,3.452055,0.517109,0.238743,1
0.417000,53.655418,54.602421,3.505711,0.564343,0.238743,1
0.418000,53.422447,54.056396,3.559133,0.607168,0.238743,1
0.419000,53.211220,53.515835,3.612344,0.645997,0.238743,1
0.420000,53.019707,52.980679,3.665364,0.681201,0.238743,1
0.421000,52.846069,52.450871,3.718210,0.713120,0.238743,1
0.422000,52.688637,51.926361,3.770899,0.742060,0.238743,1
0.423000,52.545898,51.407097,3.823444,0.768298,0.238743,1
0.424000,52.674034,50.893028,3.876118,1.307189,0.251621,1
0.425000,52.790211,50.384098,3.928909,1.285833,0.251621,1
0.426000,52.895542,49.880257,3.981804,1.266470,0.251621,1
0.427000,52.991043,49.381454,4.034795,1.248915,0.251621,1
0.428000,53.077633,48.887642,4.087873,1.232998,0.251621,1
0.429000,53.156139,48.398766,4.141029,1.218566,0.251621,1
0.430000,53.227318,47.914780,4.194257,1.205482,0.251621,1
0.431000,53.291855,57.907608,4.247549,1.193619,0.251621,1
0.432000,53.350368,57.328533,4.300899,1.182863,0.251621,1
0.433000,53.024704,56.755249,4.353924,0.415679,0.232685,1
0.434000,52.729435,56.187698,4.406653,0.469956,0.232685,1
0.435000,52.461723,55.625820,4.459115,0.519168,0.232685,1
